date,Airtel_avg_sentiment,Open,High,Low,Close,Adj Close,Volume
2021-08-02,-0.007063389843096957,555.5692138671875,559.4464111328125,549.6797485351562,554.73486328125,546.7081298828125,6372299
2021-08-03,0.4029343321661664,557.5323486328125,571.2743530273438,551.7410888671875,569.5075073242188,561.2670288085938,21680353
2021-08-04,-0.29958659534653026,564.4033203125,576.0840454101562,559.7899169921875,563.8143920898438,555.6563110351562,21816567
2021-08-05,0.5379934851080179,566.8572387695312,607.5924682617188,566.8572387695312,587.6665649414062,579.163330078125,72423461
2021-08-06,-0.7954429762554355,583.5439453125,605.5802612304688,577.654541015625,596.697021484375,588.0631103515625,29055626
2021-08-09,-0.8324157294555334,598.75830078125,601.4085693359375,586.5377807617188,588.2064208984375,579.6953125,10078649
2021-08-10,-0.6795093633367547,591.10205078125,616.4265747070312,587.3720703125,610.7334594726562,601.896484375,34514358
2021-08-11,-0.7393092052079737,610.7334594726562,617.653564453125,602.39013671875,609.4083862304688,600.5905151367188,18731287
2021-08-12,0.9979626490967348,611.5187377929688,617.3590698242188,605.6293334960938,611.6659545898438,602.8154296875,8430316
2021-08-13,-0.6478913564933464,611.6659545898438,627.0275268554688,606.7090454101562,625.309814453125,616.2619018554688,21079044
2021-08-16,-0.978243513032794,626.9784545898438,632.1317138671875,620.3528442382812,622.3651123046875,613.3597412109375,10506327
2021-08-18,0.9154955260455608,614.3652954101562,622.3160400390625,609.4083862304688,611.4696655273438,602.6220703125,7136872
2021-08-20,-0.9756125645168746,608.083251953125,621.33447265625,595.8135986328125,602.39013671875,593.6738891601562,12770173
2021-08-23,-0.20630136792412182,607.0034790039062,618.8804931640625,596.4025268554688,611.1751708984375,602.331787109375,12790616
2021-08-24,-0.5909964742488227,616.3775024414062,616.3775024414062,605.6784057617188,608.6721801757812,599.8649291992188,5885050
2021-08-25,-0.08192106001079083,610.8807373046875,610.8807373046875,599.7398681640625,601.1631469726562,592.464599609375,8127668
2021-08-26,-0.44073530692710644,598.75830078125,600.2306518554688,573.5319213867188,576.0840454101562,567.7484130859375,26316897
2021-08-27,0.016134122968651354,577.9490356445312,594.2431030273438,574.2681274414062,584.1820068359375,575.7291870117188,16444274
2021-08-30,-0.5092218546352039,585.0162963867188,613.4818725585938,579.2250366210938,609.0157470703125,600.2036743164062,40506274
2021-08-31,-0.3941086984916844,614.5125122070312,655.78759765625,613.4818725585938,651.8121948242188,642.3807983398438,60781970
2021-09-01,-0.49731430172687396,655.689453125,660.8917846679688,641.9474487304688,654.118896484375,644.6541748046875,30796359
2021-09-02,0.12884357298413912,657.603515625,661.3334350585938,651.8121948242188,654.2171020507812,644.7509155273438,18951106
2021-09-03,-0.024058919865638018,655.689453125,657.2599487304688,641.9474487304688,646.3154296875,636.9635620117188,7920313
2021-09-06,0.08324614687201877,652.15576171875,653.4808959960938,641.3585205078125,642.536376953125,633.2391357421875,10223448
2021-09-07,-0.285274765919894,645.8246459960938,667.9590454101562,636.0579833984375,658.1924438476562,648.668701171875,28185127
2021-09-09,-0.19733988121151924,655.5421752929688,675.5171508789062,654.7569580078125,673.5049438476562,663.7597045898438,19784500
2021-09-13,-0.015642992919310927,679.2471313476562,684.1549682617188,673.21044921875,680.523193359375,670.6763916015625,19704664
2021-09-14,-0.9666312277549878,682.1918334960938,686.8052368164062,676.4005737304688,681.4066162109375,671.5469970703125,11694600
2021-09-15,0.9963656746549532,684.1549682617188,721.4055786132812,683.3206787109375,712.1297607421875,701.8256225585938,56796797
2021-09-16,-0.12559483704778054,721.4547119140625,723.4178466796875,702.2158813476562,705.35693359375,695.1507568359375,45001991
2021-09-17,-0.9865028513595462,707.7127075195312,721.2092895507812,707.7127075195312,714.7308959960938,704.3890991210938,26649321
2021-09-20,-0.9642971276771277,711.6389770507812,720.1786499023438,707.0255737304688,711.5899047851562,701.2935791015625,14330899
2021-09-21,0.284789336224397,709.5776977539062,727.0986938476562,708.6942749023438,713.258544921875,702.9380493164062,14216876
2021-09-22,0.46683500551929075,713.6021118164062,718.55908203125,710.7555541992188,713.3567504882812,703.0348510742188,16348622
2021-09-23,-0.19961588950467385,719.8841552734375,726.460693359375,709.8721313476562,713.4058227539062,703.0831909179688,26497345
2021-09-24,-0.735683050006628,715.6143188476562,739.1229858398438,714.5836791992188,725.7736206054688,715.2720336914062,72175065
2021-09-27,-0.12109380737820175,731.0,731.9000244140625,718.1500244140625,722.5499877929688,712.0950317382812,11282248
2021-09-28,-0.3963372381404042,724.4000244140625,726.7999877929688,686.0,696.1500244140625,686.0770874023438,21944239
2021-09-29,-0.5119907916814554,697.0,702.0,689.1500244140625,694.0999755859375,684.056640625,16729859
2021-09-30,-0.29955045583799644,695.7999877929688,709.7999877929688,686.7999877929688,688.2999877929688,678.3406372070312,13911568
2021-10-01,-0.5424475784768054,687.3499755859375,687.3499755859375,667.6500244140625,675.9000244140625,666.1201171875,14952128
2021-10-04,-0.44672771272334183,675.0,686.2000122070312,669.7000122070312,681.4000244140625,671.54052734375,8917898
2021-10-05,0.21673105528596073,684.4000244140625,703.4500122070312,680.4000244140625,699.25,689.1322021484375,25598885
2021-10-06,-0.11598300367768388,705.75,707.9500122070312,688.2000122070312,691.4000244140625,681.3958129882812,10406502
2021-10-07,0.025766824546735734,695.75,702.2000122070312,691.2999877929688,692.5,682.4798583984375,8121590
2021-10-08,-0.5796801982320506,695.1500244140625,699.5499877929688,688.9000244140625,695.5,685.4364624023438,6297352
2021-10-11,-0.9108623638749123,693.0999755859375,696.0499877929688,685.0,690.8499755859375,680.853759765625,8792050
2021-10-12,-0.6261870115995407,691.0,698.4000244140625,684.2000122070312,686.3499755859375,676.4188232421875,8579567
2021-10-13,-0.9771834798157215,689.0,696.7999877929688,683.0999755859375,689.9000244140625,679.91748046875,7062149
2021-10-14,-0.9343748055398464,693.0,694.0,681.8499755859375,685.7999877929688,675.8767700195312,9820591
2021-10-18,-0.9013455646199873,700.0,701.9500122070312,679.6500244140625,680.5999755859375,670.7520141601562,8574445
2021-10-19,-0.010143075021915138,699.0,699.0,675.4500122070312,681.0999755859375,671.2447509765625,7328862
2021-10-20,-0.3633336259692442,683.4000244140625,713.9000244140625,681.4000244140625,708.4500122070312,698.1990966796875,21217306
2021-10-21,-0.7831959586910671,710.9500122070312,712.3499755859375,689.2000122070312,696.0499877929688,685.9784545898438,8908979
2021-10-22,-0.3039174246202622,698.5,705.2999877929688,684.25,694.5,684.450927734375,6587256
2021-10-25,-0.563226058287546,693.0,704.0,675.0,691.0999755859375,681.10009765625,9540441
2021-10-26,-0.9785306932171807,695.0,709.8499755859375,689.0,696.2000122070312,686.1263427734375,10953878
2021-10-27,-0.17649508282192983,699.4000244140625,714.6500244140625,694.0,702.3499755859375,692.1873168945312,11878571
2021-10-28,-0.6001397046173225,702.75,706.0499877929688,684.4000244140625,689.75,679.7696533203125,8884507
2021-10-29,-0.5583315860130824,692.2000122070312,701.0,677.0499877929688,685.3499755859375,675.433349609375,8602343
2021-11-01,0.01382101578443932,689.9500122070312,722.7999877929688,689.5999755859375,712.5,702.1904907226562,17121001
2021-11-02,-0.13996836899812998,712.5,723.0999755859375,709.5499877929688,713.9500122070312,703.6195068359375,7725455
