date,Bajaj_avg_sentiment,Open,High,Low,Close,Adj Close,Volume
2021-08-02,-0.9638981483876705,3874.0,3880.0,3813.199951171875,3841.550048828125,3563.622802734375,351187
2021-08-03,0.012204122729599476,3830.0,3838.0,3805.64990234375,3828.199951171875,3551.238525390625,408981
2021-08-04,-0.40393821010075043,3835.0,3864.85009765625,3816.0,3832.0,3554.763916015625,363955
2021-08-05,-0.9376564072445035,3842.0,3858.0,3813.60009765625,3818.75,3542.47216796875,333818
2021-08-06,0.027720960974693298,3833.0,3872.35009765625,3797.25,3847.85009765625,3569.466796875,504011
2021-08-09,0.487180127774991,3858.14990234375,3898.89990234375,3837.050048828125,3855.14990234375,3576.23876953125,396098
2021-08-10,-0.9896129051339813,3857.0,3861.75,3785.10009765625,3797.949951171875,3523.177001953125,253258
2021-08-11,-0.5237733724279678,3800.0,3806.25,3695.199951171875,3727.14990234375,3457.499267578125,497724
2021-08-12,-0.9810767517968392,3746.800048828125,3777.0,3736.0,3769.35009765625,3496.646240234375,316454
2021-08-13,-0.9890312727657147,3780.0,3860.0,3760.0,3825.75,3548.9658203125,581862
2021-08-16,0.2935625485377386,3826.0,3829.0,3744.0,3748.449951171875,3477.25830078125,294567
2021-08-17,-0.004111586697399616,3749.0,3819.5,3741.550048828125,3807.449951171875,3531.98974609375,319770
2021-08-18,0.053368173824856056,3810.0,3856.050048828125,3775.0,3833.050048828125,3555.73779296875,493285
2021-08-20,-0.6111077517271042,3780.0,3825.0,3725.800048828125,3751.5,3480.087646484375,301943
2021-08-23,-0.20628280648088548,3787.89990234375,3787.89990234375,3647.14990234375,3668.25,3402.860595703125,455643
2021-08-24,0.7139665979123674,3690.0,3722.0,3653.699951171875,3714.75,3445.996337890625,276602
2021-08-25,0.07350421411683783,3731.449951171875,3759.949951171875,3680.0,3689.64990234375,3422.71240234375,398715
2021-08-26,-0.9670571419410408,3689.64990234375,3719.64990234375,3670.0,3691.39990234375,3424.33544921875,283891
2021-08-27,-0.2015665810322389,3707.39990234375,3749.89990234375,3679.0,3699.449951171875,3431.80322265625,274822
2021-08-30,-0.4987985667248722,3717.89990234375,3756.60009765625,3705.0,3720.39990234375,3451.237548828125,561903
2021-08-31,0.1265937616408337,3732.949951171875,3739.0,3705.60009765625,3727.85009765625,3458.148681640625,693952
2021-09-01,0.4225992689607665,3754.0,3810.0,3730.10009765625,3758.300048828125,3486.395751953125,585605
2021-09-02,0.3848720188252628,3789.0,3789.0,3717.0,3720.949951171875,3451.747802734375,474397
2021-09-06,0.4677647770877229,3784.449951171875,3829.0,3770.0,3781.10009765625,3507.546142578125,779715
2021-09-07,-0.9691145476535894,3796.800048828125,3800.64990234375,3762.14990234375,3770.699951171875,3497.8984375,450262
2021-09-08,-0.8748292162781581,3769.75,3769.75,3718.0,3725.35009765625,3455.82958984375,396710
2021-09-09,-0.31719954890043783,3724.89990234375,3728.949951171875,3695.0,3700.60009765625,3432.8701171875,479537
2021-09-13,0.007601949851959944,3699.0,3720.0,3680.0,3699.550048828125,3431.896240234375,342427
2021-09-14,-0.9780302539584227,3717.39990234375,3767.0,3690.0,3751.050048828125,3479.67041015625,741880
2021-09-15,0.9931157694663852,3762.60009765625,3801.60009765625,3758.050048828125,3779.10009765625,3505.69091796875,510406
2021-09-16,0.9963735016062856,3798.0,3834.0,3780.050048828125,3813.5,3537.601806640625,558125
2021-09-17,0.9053266458213329,3840.0,3879.39990234375,3810.449951171875,3822.199951171875,3545.672607421875,1304667
2021-09-20,-0.9662404701424142,3813.39990234375,3813.39990234375,3735.0,3776.050048828125,3502.861572265625,399648
2021-09-21,-0.33324756198562683,3777.0,3793.85009765625,3696.0,3728.800048828125,3459.030029296875,354217
2021-09-22,-0.42415296837862115,3732.0,3770.0,3722.050048828125,3757.14990234375,3485.32861328125,245919
2021-09-23,-0.20208228658884764,3757.14990234375,3820.0,3757.14990234375,3799.199951171875,3524.3369140625,228970
2021-09-24,-0.9641880113631487,3800.0,3849.10009765625,3787.050048828125,3809.800048828125,3534.169921875,363519
