date,JSW Steel_avg_sentiment,Open,High,Low,Close,Adj Close,Volume
2021-08-02,-0.0010723639279603958,741.4000244140625,751.4500122070312,733.5,746.7000122070312,715.6747436523438,6971560
2021-08-03,0.6139758868334216,746.0,746.0,728.4000244140625,740.2999877929688,709.5405883789062,6939253
2021-08-04,-0.0021083615720272064,741.0,754.0,736.4000244140625,747.25,716.2018432617188,6680733
2021-08-05,-0.4690240992931649,747.25,765.4000244140625,740.5,763.25,731.5370483398438,8613347
2021-08-06,-0.9431549189806295,767.5,776.5,755.7000122070312,757.3499755859375,725.8822021484375,8973665
2021-08-09,-0.24339201482309197,761.8499755859375,762.5,742.4500122070312,747.3499755859375,716.2976684570312,5119564
2021-08-10,-0.4296468487009406,748.9000244140625,750.0,719.5999755859375,722.1500244140625,692.144775390625,6382357
2021-08-11,-0.9856098698684945,727.0,752.0,727.0,749.0999755859375,717.9749755859375,11909486
2021-08-12,0.991007181815803,753.0499877929688,754.2999877929688,741.4000244140625,748.9000244140625,717.7832641601562,3506281
2021-08-13,0.9652014708456894,746.9000244140625,757.5499877929688,732.4000244140625,749.0499877929688,717.9270629882812,5611264
2021-08-16,0.21896040405845268,745.0,770.5999755859375,739.2000122070312,761.6500244140625,730.0035400390625,9095337
2021-08-17,0.5281968259563049,758.5999755859375,762.4500122070312,735.8499755859375,744.25,713.3264770507812,6482187
2021-08-18,-0.46280985828343546,748.0,748.9000244140625,732.9000244140625,737.4500122070312,706.8090209960938,5905871
2021-08-20,-0.9292048954726745,722.0,722.0,681.5,684.5999755859375,656.1549072265625,13126219
2021-08-23,-0.5614969153733304,696.0,700.7000122070312,664.0,684.2000122070312,655.7716064453125,11781361
2021-08-24,0.23760093920489972,690.0999755859375,697.0,683.0,691.6500244140625,662.9120483398438,8283854
2021-08-25,-0.38481107767438516,696.0,701.0,680.0,683.8499755859375,655.4360961914062,5539409
2021-08-26,-0.36308809234954725,683.0,685.0,669.2999877929688,672.0,644.0784912109375,5659963
2021-08-27,0.01648245146498084,672.9000244140625,681.4000244140625,671.75,677.5,649.3499145507812,4978277
2021-08-30,0.12014166321750963,683.0499877929688,694.0,683.0499877929688,686.5499877929688,658.0238647460938,5891576
2021-08-31,-0.9986402643844485,688.25,692.4500122070312,680.4500122070312,687.5999755859375,659.0302734375,5399215
2021-09-01,0.12443097818842423,688.0,689.0,675.0,676.6500244140625,648.5352783203125,4316801
2021-09-02,-0.01045664196782228,681.0499877929688,689.0,678.0,685.0499877929688,656.5862426757812,3635439
2021-09-03,0.44809633418917655,686.0999755859375,695.25,682.4000244140625,690.9000244140625,662.1931762695312,4145359
2021-09-06,-0.01427496081062903,697.0,697.0,681.5999755859375,686.6500244140625,658.1198120117188,5179490
2021-09-07,-0.41411760787429686,689.4500122070312,697.7999877929688,682.5,683.7999877929688,655.3881225585938,3555927
2021-09-09,0.998288209317252,683.8499755859375,691.5,683.0499877929688,688.9500122070312,660.32421875,2381494
2021-09-13,0.3592081273745862,693.25,700.0,687.5,694.4000244140625,665.5477905273438,3778975
2021-09-14,0.7334972558892332,696.4000244140625,702.0,692.25,693.6500244140625,664.8289184570312,3185808
2021-09-15,-0.012904206349048764,697.0,698.0,687.0499877929688,696.6500244140625,667.7042846679688,2871538
2021-09-16,0.1862778407521546,700.0499877929688,700.9500122070312,688.0,689.4500122070312,660.8034057617188,3372499
2021-09-17,0.08720794133841991,692.0,692.0,668.7000122070312,682.2999877929688,653.9505004882812,7804735
2021-09-20,-0.6022065940602,669.9000244140625,669.9000244140625,628.0999755859375,633.2000122070312,606.890625,10340874
2021-09-21,-0.45405051502997856,633.25,672.0,628.7000122070312,668.9500122070312,641.1552124023438,14289169
2021-09-22,-0.9302233594353311,671.7999877929688,683.4000244140625,666.2000122070312,678.5499877929688,650.3563232421875,8147214
2021-09-23,-0.2656461610458791,685.2999877929688,687.25,674.0999755859375,677.25,649.1102905273438,4039612
2021-09-24,0.28027976863086224,677.25,679.0,650.75,659.1500244140625,631.762451171875,7363339
2021-09-27,-0.983408461601357,660.4500122070312,663.75,646.2999877929688,648.6500244140625,621.6986694335938,5889365
2021-09-28,-0.5023402571023325,650.0,667.9000244140625,648.0999755859375,660.8499755859375,633.3916625976562,4735779
2021-09-29,-0.9587592122843489,658.9000244140625,684.2999877929688,653.5999755859375,679.7999877929688,651.5543212890625,7345149
2021-09-30,-0.3319549272807005,683.2000122070312,683.2000122070312,666.3499755859375,668.2999877929688,640.5321655273438,4934499
2021-10-01,-0.497855491907103,660.0,686.7000122070312,658.9000244140625,674.25,646.2349243164062,5193048
2021-10-04,0.3681695430229108,674.5,686.7999877929688,662.0999755859375,681.1500244140625,652.8482666015625,5617530
2021-10-05,0.8644864186644554,681.1500244140625,690.8499755859375,677.1500244140625,679.3499755859375,651.123046875,4186464
2021-10-06,-0.720663542386319,680.0,684.0,655.5499877929688,659.25,631.8582153320312,5994344
2021-10-07,0.1632545668631792,666.0,670.0,659.0,666.5499877929688,638.8549194335938,3042177
2021-10-08,0.4651334829270906,670.0499877929688,683.0,664.5,665.8499755859375,638.1839599609375,3826818
2021-10-11,0.06890796429797774,671.0499877929688,678.0,666.7000122070312,672.4000244140625,644.4619140625,2257738
2021-10-12,-0.19927143375389278,672.4000244140625,681.0,665.4000244140625,673.75,645.7557983398438,2930894
2021-10-13,0.5281797119940166,673.7999877929688,692.0,671.0,681.4500122070312,653.1358032226562,5601758
2021-10-14,0.7010477647709195,690.0,699.0,682.9500122070312,692.8499755859375,664.0621337890625,4751065
2021-10-18,0.051125506975222376,695.5,727.2999877929688,695.5,715.7999877929688,686.05859375,9493244
2021-10-19,0.38485352371571935,722.5,722.5,688.4500122070312,691.5499877929688,662.816162109375,4164143
2021-10-20,-0.515658337661686,692.0,695.7000122070312,675.4000244140625,685.1500244140625,656.6820678710938,3256699
2021-10-21,0.2765871158733954,691.3499755859375,693.9500122070312,655.0999755859375,674.0999755859375,646.0912475585938,5811087
2021-10-22,0.17326627120564808,676.0,690.0,658.0499877929688,667.7999877929688,640.0530395507812,10162556
2021-10-25,-0.2642880872925161,670.0,678.0,653.0499877929688,674.25,646.2349243164062,3987950
2021-10-26,0.6908962929592235,678.7000122070312,697.4500122070312,674.5,694.3499755859375,665.4998168945312,4238644
2021-10-27,0.39272766809153836,694.3499755859375,699.5,682.0999755859375,684.9000244140625,656.4425048828125,3330934
2021-10-28,-0.0007631153930560686,682.9000244140625,684.4000244140625,664.0499877929688,667.4500122070312,639.7175903320312,3080237
2021-10-29,-0.23640161531511694,670.0,684.7999877929688,663.0,669.1500244140625,641.3468627929688,3612552
2021-11-01,0.45035978955113226,680.0,690.75,672.5,688.9500122070312,660.32421875,3234840
2021-11-02,0.128549487888813,693.4000244140625,693.4000244140625,671.5,672.8499755859375,644.8931274414062,3204544
2021-11-03,0.01179533774848096,677.4500122070312,683.5499877929688,673.5499877929688,680.25,651.9856567382812,2265795
2021-11-08,0.995013608597219,683.0,687.9500122070312,668.0499877929688,685.8499755859375,657.3529663085938,2919045
